,userId,itemId,Xmin,Ymin,Xmax,Ymax,Xmin_true,Ymin_true,Xmax_true,Ymax_true
1357,889,19745,123,357,369,557,123,400,311,597
1358,891,19745,80,335,373,570,123,400,311,597
1359,1718,19745,136,351,349,523,123,400,311,597
1360,279,1467,23,448,78,518,20,457,78,502
1361,1601,1467,54,465,67,484,20,457,78,502
1362,119,1467,46,457,71,503,20,457,78,502
1363,1602,1467,26,446,79,517,20,457,78,502
1364,935,1467,23,449,77,516,20,457,78,502
1365,1607,1467,26,453,76,512,20,457,78,502
1366,1413,1467,34,457,73,518,20,457,78,502
1367,3,12433,32,575,152,667,64,591,160,658
1368,504,12433,31,575,114,653,64,591,160,658
1369,1219,12433,42,577,137,660,64,591,160,658
1370,993,12433,37,580,151,653,64,591,160,658
1371,325,12433,36,576,156,666,64,591,160,658
1372,1314,12433,33,574,149,666,64,591,160,658
1373,509,33872,56,910,73,932,56,914,74,933
1374,1271,33872,53,909,80,928,56,914,74,933
1375,1222,33872,62,908,73,930,56,914,74,933
1376,821,10326,19,553,368,841,49,562,230,704
1377,376,10326,66,560,212,721,49,562,230,704
1378,547,10326,39,472,362,833,49,562,230,704
1379,659,10326,15,420,377,823,49,562,230,704
1380,1297,10326,86,508,102,520,49,562,230,704
1381,917,10326,30,501,290,846,49,562,230,704
1382,1300,10326,29,525,174,731,49,562,230,704
1383,261,10326,25,565,197,716,49,562,230,704
1384,831,10326,34,504,377,839,49,562,230,704
1385,1460,10326,41,382,142,447,49,562,230,704
1386,903,678,64,586,193,712,38,591,189,713
1387,141,678,32,586,210,739,38,591,189,713
1388,366,678,63,593,213,738,38,591,189,713
1389,1268,26888,83,267,699,882,129,295,753,706
1390,119,26888,144,379,586,822,129,295,753,706
1391,452,26888,146,318,473,791,129,295,753,706
1392,1216,26931,126,370,295,600,16,283,441,564
1393,917,26931,127,334,433,584,16,283,441,564
1394,379,26931,130,391,291,591,16,283,441,564
1395,157,26931,106,380,286,590,16,283,441,564
1396,314,26931,152,356,313,496,16,283,441,564
1397,1585,26931,120,368,303,584,16,283,441,564
1398,375,26931,108,344,423,586,16,283,441,564
1399,266,26931,79,325,438,597,16,283,441,564
1400,831,26931,38,314,429,593,16,283,441,564
1401,1470,10273,48,580,258,705,114,550,247,693
1402,387,10273,37,585,253,718,114,550,247,693
1403,392,10273,91,600,270,732,114,550,247,693
1404,1324,10273,27,540,370,772,114,550,247,693
1405,1696,10273,27,565,301,746,114,550,247,693
1406,3,10273,27,548,294,739,114,550,247,693
1407,283,10273,49,578,256,704,114,550,247,693
1408,1599,10273,144,565,257,722,114,550,247,693
1409,1326,10273,174,575,275,646,114,550,247,693
1410,786,10273,156,579,282,624,114,550,247,693
1411,782,10273,35,555,301,747,114,550,247,693
1412,1600,10273,64,568,275,696,114,550,247,693
1413,1219,10273,34,573,250,733,114,550,247,693
1414,886,10273,44,598,255,693,114,550,247,693
1415,780,10273,36,550,331,742,114,550,247,693
1416,804,13194,38,643,111,697,51,636,128,699
1417,334,13194,37,637,106,698,51,636,128,699
1418,1182,13194,62,651,103,689,51,636,128,699
1419,571,13194,36,650,102,696,51,636,128,699
1420,1715,13194,43,641,117,698,51,636,128,699
1421,478,13194,37,640,114,699,51,636,128,699
1422,1724,4557,58,922,115,958,46,928,109,962
1423,692,4557,47,917,112,958,46,928,109,962
1424,1389,4557,53,922,115,959,46,928,109,962
1425,197,4557,61,925,83,943,46,928,109,962
1426,1508,4557,62,920,76,942,46,928,109,962
1427,903,64,30,436,173,564,21,416,223,565
1428,366,64,22,417,244,562,21,416,223,565
1429,1565,64,26,425,235,559,21,416,223,565
1430,1508,4549,86,1041,280,1188,98,1051,242,1169
1431,197,4549,122,1026,264,1175,98,1051,242,1169
1432,1389,4549,85,1054,132,1107,98,1051,242,1169
1433,692,4549,264,1145,281,1168,98,1051,242,1169
1434,1363,2247,42,319,578,730,39,294,618,695
1435,565,2247,69,322,614,733,39,294,618,695
1436,1103,2247,19,298,612,740,39,294,618,695
1437,265,7994,45,637,892,1490,17,622,677,1500
1438,161,7994,56,649,874,1458,17,622,677,1500
1439,1084,7994,98,672,814,1362,17,622,677,1500
1440,1361,7994,56,660,815,1464,17,622,677,1500
1441,866,7994,66,673,745,1303,17,622,677,1500
1442,102,7994,262,751,759,1298,17,622,677,1500
1443,823,2636,66,758,517,1092,41,780,360,1103
1444,1097,2636,45,771,539,1087,41,780,360,1103
1445,105,2636,54,758,485,1082,41,780,360,1103
1446,1371,21793,41,654,710,1359,106,714,624,1087
1447,58,21793,336,667,662,1212,106,714,624,1087
1448,1595,21793,292,641,676,1260,106,714,624,1087
1449,1315,21793,51,693,658,1361,106,714,624,1087
1450,119,21793,132,696,716,1093,106,714,624,1087
1451,1222,21793,192,689,742,1241,106,714,624,1087
1452,1409,21793,83,688,701,1268,106,714,624,1087
1453,724,12796,37,661,739,1399,276,683,1047,1319
1454,3,12796,46,668,775,1383,276,683,1047,1319
1455,781,12796,408,707,764,1331,276,683,1047,1319
1456,1638,12796,78,685,777,1346,276,683,1047,1319
1457,972,4032,396,811,774,1401,151,787,732,1457
1458,1506,4032,387,847,740,1379,151,787,732,1457
1459,1508,4032,534,1371,539,1374,151,787,732,1457
1460,1389,4032,399,804,817,1408,151,787,732,1457
1461,1562,4032,373,823,757,1423,151,787,732,1457
1462,1342,4032,297,840,778,1455,151,787,732,1457
1463,1022,17366,107,954,197,1062,90,912,232,1038
1464,1507,17366,108,971,172,1040,90,912,232,1038
1465,489,17366,131,986,172,1026,90,912,232,1038
1466,531,17366,78,962,200,1052,90,912,232,1038
1467,648,17366,64,910,210,1075,90,912,232,1038
1468,1444,17366,66,935,211,1074,90,912,232,1038
1469,909,17366,85,964,216,1076,90,912,232,1038
1470,1585,29956,54,689,258,840,98,708,262,823
1471,1257,29956,54,694,269,851,98,708,262,823
1472,105,29956,50,677,267,837,98,708,262,823
1473,1748,29956,58,687,241,829,98,708,262,823
1474,831,29956,61,689,267,825,98,708,262,823
1475,915,29956,35,674,283,853,98,708,262,823
1476,719,29956,174,774,175,775,98,708,262,823
1477,660,21655,162,896,406,1279,30,885,458,1424
1478,1093,21655,155,911,200,1229,30,885,458,1424
1479,1158,21655,82,888,505,1277,30,885,458,1424
1480,1112,486,74,697,413,983,153,732,391,954
1481,1472,486,186,731,274,808,153,732,391,954
1482,886,486,45,705,370,965,153,732,391,954
1483,1535,486,161,754,331,901,153,732,391,954
1484,60,486,44,705,420,955,153,732,391,954
1485,1311,486,71,704,349,967,153,732,391,954
1486,1171,486,61,714,385,970,153,732,391,954
1487,1500,23835,86,913,198,1015,71,917,179,1026
1488,971,23835,79,923,208,1007,71,917,179,1026
1489,592,23835,79,916,212,1011,71,917,179,1026
1490,663,34614,47,456,352,611,33,391,320,603
1491,918,34614,70,461,331,626,33,391,320,603
1492,1351,34614,60,459,344,622,33,391,320,603
1493,387,8585,158,608,699,1103,40,616,883,1073
1494,178,8585,150,634,758,1070,40,616,883,1073
1495,1479,8585,111,629,763,1183,40,616,883,1073
1496,421,22537,280,635,903,1233,216,693,736,1213
1497,853,22537,230,751,801,1164,216,693,736,1213
1498,1182,22537,304,739,783,1136,216,693,736,1213
1499,1698,8569,273,455,744,822,332,470,771,861
1500,1319,8569,19,426,737,935,332,470,771,861
1501,1479,8569,49,472,764,943,332,470,771,861
1502,178,8569,48,410,776,914,332,470,771,861
1503,387,8569,66,457,774,927,332,470,771,861
1504,327,34151,150,1043,289,1280,85,1044,331,1268
1505,318,34151,142,1075,294,1185,85,1044,331,1268
1506,509,34151,83,1063,281,1373,85,1044,331,1268
1507,1222,34151,97,1044,264,1346,85,1044,331,1268
1508,1316,34151,146,1088,294,1199,85,1044,331,1268
1509,937,34151,150,1074,246,1109,85,1044,331,1268
1510,119,34151,113,1056,264,1300,85,1044,331,1268
1511,391,34151,50,1064,266,1314,85,1044,331,1268
1512,1529,34151,69,1044,291,1311,85,1044,331,1268
1513,656,33252,41,1055,383,1282,64,1060,405,1414
1514,1361,33252,69,1061,342,1237,64,1060,405,1414
1515,1513,33252,39,1056,399,1293,64,1060,405,1414
1516,856,19947,223,956,844,1305,149,1000,767,1457
1517,1504,19947,683,1144,828,1245,149,1000,767,1457
1518,1202,19947,318,1043,860,1293,149,1000,767,1457
1519,1148,19947,350,1030,849,1288,149,1000,767,1457
1520,433,19947,172,992,807,1309,149,1000,767,1457
1521,763,19947,103,943,899,1362,149,1000,767,1457
1522,1618,19947,197,1140,811,1309,149,1000,767,1457
1523,296,19947,380,970,855,1305,149,1000,767,1457
1524,1290,19947,385,921,900,1406,149,1000,767,1457
1525,752,23372,30,532,60,552,28,533,49,552
1526,182,23372,37,532,57,551,28,533,49,552
1527,636,23372,35,531,61,551,28,533,49,552
1528,952,23372,42,533,56,546,28,533,49,552
1529,957,23372,36,531,59,554,28,533,49,552
1530,1378,23372,46,538,52,543,28,533,49,552
1531,1123,25080,43,452,809,1102,224,455,804,869
1532,952,25080,408,564,827,989,224,455,804,869
1533,687,25080,186,495,748,984,224,455,804,869
1534,1053,25080,177,568,821,1056,224,455,804,869
1535,957,25080,62,504,893,1105,224,455,804,869
1536,1222,22454,168,840,387,997,121,818,372,1029
1537,110,22454,70,856,401,1055,121,818,372,1029
1538,1595,22454,308,842,360,951,121,818,372,1029
1539,1602,998,133,459,745,949,283,464,808,909
1540,1527,998,107,507,732,957,283,464,808,909
1541,886,998,177,536,712,957,283,464,808,909
1542,1565,11214,47,171,928,786,97,255,990,778
1543,805,11214,45,169,922,766,97,255,990,778
1544,1508,11214,13,157,438,792,97,255,990,778
1545,909,11214,116,161,842,731,97,255,990,778
1546,201,11214,5,186,967,793,97,255,990,778
1547,1067,11214,9,156,908,791,97,255,990,778
1548,1197,11214,228,298,692,722,97,255,990,778
1549,810,11214,19,178,883,799,97,255,990,778
1550,306,11214,98,148,876,769,97,255,990,778
1551,1357,24450,24,446,55,470,30,432,63,467
1552,1090,24450,33,446,58,471,30,432,63,467
1553,103,24450,30,454,46,462,30,432,63,467
1554,1630,24450,26,446,63,470,30,432,63,467
1555,375,24450,25,445,62,470,30,432,63,467
1556,920,24450,39,448,48,454,30,432,63,467
1557,215,24450,28,444,69,470,30,432,63,467
1558,706,24450,41,448,57,458,30,432,63,467
1559,261,9292,22,491,127,571,46,470,221,544
1560,1300,9292,21,480,219,590,46,470,221,544
1561,1455,9292,25,483,197,577,46,470,221,544
1562,443,9292,24,481,168,575,46,470,221,544
1563,1588,9292,22,453,127,542,46,470,221,544
1564,1210,9292,22,448,215,570,46,470,221,544
1565,1511,9292,29,488,217,579,46,470,221,544
1566,598,9292,20,461,209,586,46,470,221,544
1567,548,16044,191,697,543,1013,123,678,589,1101
1568,978,16044,38,681,807,1139,123,678,589,1101
1569,552,16044,83,701,541,1056,123,678,589,1101
1570,657,16044,208,718,484,960,123,678,589,1101
1571,1681,16044,53,691,716,1128,123,678,589,1101
1572,106,16044,78,714,481,1006,123,678,589,1101
1573,1584,16044,38,694,475,1090,123,678,589,1101
1574,1509,16044,34,683,522,1121,123,678,589,1101
1575,1629,16044,197,687,575,911,123,678,589,1101
1576,1621,6171,145,553,842,868,24,258,1029,1226
1577,1092,6171,87,371,931,965,24,258,1029,1226
1578,1459,6171,689,668,790,827,24,258,1029,1226
1579,52,6171,140,435,886,988,24,258,1029,1226
1580,1164,6171,123,451,843,848,24,258,1029,1226
1581,540,6171,120,443,905,941,24,258,1029,1226
1582,916,6171,124,477,922,941,24,258,1029,1226
1583,508,19082,47,1072,280,1312,33,960,564,1475
1584,1223,19082,66,979,572,1409,33,960,564,1475
1585,1473,19082,43,966,573,1407,33,960,564,1475
1586,781,19082,76,985,496,1392,33,960,564,1475
1587,997,19082,41,968,411,1282,33,960,564,1475
1588,1454,26659,85,620,389,849,91,526,507,833
1589,1729,26659,154,603,354,844,91,526,507,833
1590,138,26659,124,671,320,743,91,526,507,833
1591,1341,26659,216,648,421,829,91,526,507,833
1592,858,26659,37,563,459,872,91,526,507,833
1593,149,26659,105,581,394,856,91,526,507,833
1594,643,26659,49,581,412,875,91,526,507,833
1595,763,19179,31,492,211,589,32,506,148,608
1596,355,19179,42,489,211,589,32,506,148,608
1597,1503,19179,56,506,210,583,32,506,148,608
1598,42,4584,196,811,742,1225,189,716,677,1255
1599,1389,4584,212,756,633,1274,189,716,677,1255
1600,1508,4584,128,737,484,1044,189,716,677,1255
1601,294,4584,250,867,573,1232,189,716,677,1255
1602,374,18269,149,561,354,647,136,498,297,655
1603,1304,18269,139,551,287,673,136,498,297,655
1604,161,18269,128,530,371,673,136,498,297,655
1605,806,28831,31,528,79,563,33,533,71,565
1606,973,28831,34,528,54,540,33,533,71,565
1607,531,28831,30,527,80,569,33,533,71,565
1608,1141,28831,26,528,79,566,33,533,71,565
1609,1138,28831,29,529,80,569,33,533,71,565
1610,252,28831,29,531,81,562,33,533,71,565
1611,907,28831,27,542,56,561,33,533,71,565
1612,518,1817,121,523,714,1008,20,538,560,963
1613,748,1817,371,533,683,880,20,538,560,963
1614,190,1817,155,468,763,997,20,538,560,963
1615,1274,1817,216,499,753,984,20,538,560,963
1616,1650,1817,467,589,569,658,20,538,560,963
1617,338,1817,127,636,823,1002,20,538,560,963
1618,952,1817,425,552,598,926,20,538,560,963
1619,744,1817,174,403,821,1034,20,538,560,963
1620,128,32954,33,653,382,886,44,652,383,900
1621,191,32954,98,708,318,871,44,652,383,900
1622,957,32954,93,652,357,876,44,652,383,900
1623,874,32631,43,812,66,836,42,809,72,833
1624,1513,32631,41,810,66,841,42,809,72,833
1625,100,32631,40,809,67,841,42,809,72,833
1626,1562,23031,227,287,308,405,28,279,401,546
1627,1508,23031,212,281,304,413,28,279,401,546
1628,488,23031,215,288,311,414,28,279,401,546
1629,1350,23031,16,279,398,440,28,279,401,546
1630,1241,23031,236,290,352,362,28,279,401,546
1631,177,12215,90,987,143,1021,55,992,147,1030
1632,1469,12215,95,983,148,1023,55,992,147,1030
1633,218,12215,80,984,147,1035,55,992,147,1030
1634,993,12215,95,1004,128,1025,55,992,147,1030
1635,66,12215,86,986,146,1026,55,992,147,1030
1636,621,12215,86,985,147,1028,55,992,147,1030
1637,46,32888,85,509,594,961,59,420,783,1063
1638,874,32888,65,532,610,922,59,420,783,1063
1639,1513,32888,28,432,679,976,59,420,783,1063
1640,1304,34339,107,552,426,896,80,551,265,952
1641,1155,34339,106,572,370,843,80,551,265,952
1642,1097,34339,26,568,343,886,80,551,265,952
1643,1182,23115,190,442,415,676,112,363,412,629
1644,15,23115,151,389,538,677,112,363,412,629
1645,27,23115,147,412,474,651,112,363,412,629
1646,1549,23115,158,432,467,683,112,363,412,629
1647,525,23115,174,419,394,647,112,363,412,629
1648,636,23115,108,393,524,691,112,363,412,629
1649,576,23115,181,441,520,652,112,363,412,629
1650,752,23115,131,374,540,708,112,363,412,629
1651,1447,26263,135,235,411,465,8,218,584,700
1652,1283,26263,102,252,486,769,8,218,584,700
1653,1454,26263,116,252,484,762,8,218,584,700
1654,858,26263,71,214,494,799,8,218,584,700
1655,647,26263,97,224,494,793,8,218,584,700
1656,31,26263,40,220,480,754,8,218,584,700
1657,952,23511,309,1218,689,1708,36,1051,941,1860
1658,15,23511,186,1164,662,1660,36,1051,941,1860
1659,1608,23511,98,1135,882,1704,36,1051,941,1860
1660,68,23511,272,1160,841,1559,36,1051,941,1860
1661,1483,23511,365,1195,664,1655,36,1051,941,1860
1662,1378,23511,203,1143,698,1685,36,1051,941,1860
1663,957,23511,145,1140,704,1723,36,1051,941,1860
1664,184,23511,170,1145,726,1721,36,1051,941,1860
1665,576,23511,287,1201,763,1690,36,1051,941,1860
1666,80,23511,413,1287,734,1510,36,1051,941,1860
1667,759,31700,125,217,739,724,1,169,658,717
1668,648,31700,87,187,663,619,1,169,658,717
1669,858,31700,52,135,833,779,1,169,658,717
1670,258,31700,133,224,554,687,1,169,658,717
1671,1505,31700,167,263,628,656,1,169,658,717
1672,32,31700,97,186,516,619,1,169,658,717
1673,203,31700,141,180,785,630,1,169,658,717
1674,947,7010,35,439,296,812,15,439,244,696
1675,752,7010,35,447,296,806,15,439,244,696
1676,1133,7010,21,447,295,784,15,439,244,696
1677,1281,7010,15,438,298,809,15,439,244,696
1678,1435,7010,30,456,294,764,15,439,244,696
1679,754,7010,80,453,291,586,15,439,244,696
1680,191,34957,59,990,118,1055,74,978,147,1030
1681,1186,34957,64,983,120,1068,74,978,147,1030
1682,1332,34957,66,978,119,1023,74,978,147,1030
1683,1546,34957,58,982,121,1062,74,978,147,1030
1684,525,34957,84,996,106,1048,74,978,147,1030
1685,338,34957,64,1011,96,1023,74,978,147,1030
1686,1377,34957,80,994,114,1055,74,978,147,1030
1687,255,31443,18,328,279,492,15,318,267,510
1688,1573,31443,82,335,287,482,15,318,267,510
1689,32,31443,18,350,292,487,15,318,267,510
1690,697,31443,20,346,292,501,15,318,267,510
1691,1675,31443,19,340,291,504,15,318,267,510
1692,134,31443,28,335,277,500,15,318,267,510
1693,1508,31443,25,343,282,494,15,318,267,510
1694,1196,31443,21,333,285,483,15,318,267,510
1695,761,31443,165,355,282,478,15,318,267,510
1696,831,28915,106,821,346,1019,117,891,279,1043
1697,314,28915,140,825,304,1059,117,891,279,1043
1698,1585,28915,129,844,282,1026,117,891,279,1043
1699,1115,27587,20,411,579,817,62,397,493,973
1700,932,27587,18,402,588,827,62,397,493,973
1701,1365,27587,206,493,397,782,62,397,493,973
1702,1534,27587,96,395,585,826,62,397,493,973
1703,841,27587,149,402,581,824,62,397,493,973
1704,1367,27587,69,407,584,823,62,397,493,973
1705,1105,27587,130,395,587,817,62,397,493,973
1706,881,27587,128,399,568,808,62,397,493,973
1707,924,27587,174,473,419,781,62,397,493,973
1708,560,27587,188,533,486,792,62,397,493,973
1709,1225,27587,86,402,536,803,62,397,493,973
1710,526,4145,27,332,500,691,173,379,484,643
1711,969,4145,32,467,636,499,173,379,484,643
1712,972,4145,140,348,632,640,173,379,484,643
1713,1024,4145,32,341,657,714,173,379,484,643
1714,1389,4145,119,334,622,788,173,379,484,643
1715,439,4145,175,374,669,769,173,379,484,643
1716,1562,4163,92,706,234,852,69,737,174,857
1717,972,4163,96,715,225,832,69,737,174,857
1718,1508,4163,96,778,195,823,69,737,174,857
1719,1506,4163,82,705,234,841,69,737,174,857
1720,1389,4163,88,794,213,848,69,737,174,857
1721,1024,4163,100,786,216,833,69,737,174,857
1722,526,4163,76,708,217,853,69,737,174,857
1723,141,32,21,279,388,624,30,536,328,813
1724,366,32,9,321,387,638,30,536,328,813
1725,903,32,17,319,380,631,30,536,328,813
1726,141,32,42,799,128,881,30,536,328,813
1727,366,32,39,809,128,884,30,536,328,813
1728,903,32,41,809,126,883,30,536,328,813
1729,605,3281,51,278,298,494,103,319,259,477
1730,1245,3281,39,265,308,471,103,319,259,477
1731,1089,3281,85,306,275,460,103,319,259,477
1732,66,19471,81,331,784,852,8,267,829,813
1733,1604,19471,83,298,806,808,8,267,829,813
1734,508,19471,105,255,759,856,8,267,829,813
1735,997,19471,186,336,781,790,8,267,829,813
1736,781,19471,103,364,775,855,8,267,829,813
1737,1107,15352,265,858,775,1348,259,783,962,1312
1738,1418,15352,36,735,940,1533,259,783,962,1312
1739,387,15352,77,765,884,1459,259,783,962,1312
1740,785,15352,164,787,919,1386,259,783,962,1312
1741,1370,15352,73,733,852,1508,259,783,962,1312
1742,1351,34667,117,773,908,1196,197,724,775,1254
1743,161,34667,201,756,894,1165,197,724,775,1254
1744,918,34667,214,763,790,1116,197,724,775,1254
1745,1585,34667,218,793,851,1121,197,724,775,1254
1746,663,34667,166,759,940,1281,197,724,775,1254
1747,1509,572,102,1165,907,1831,32,1046,948,1949
1748,1750,572,54,1118,827,1684,32,1046,948,1949
1749,604,572,136,1224,637,1719,32,1046,948,1949
1750,1686,572,82,1098,433,1770,32,1046,948,1949
1751,984,572,72,1080,811,1807,32,1046,948,1949
1752,1737,572,53,1068,877,1831,32,1046,948,1949
1753,1400,572,107,1097,695,1732,32,1046,948,1949
1754,1585,572,98,1135,754,1769,32,1046,948,1949
1755,555,572,90,1156,783,1827,32,1046,948,1949
1756,119,24053,80,865,646,1146,53,812,662,1198
1757,794,24053,84,847,603,1161,53,812,662,1198
1758,832,24053,78,849,633,1161,53,812,662,1198
1759,375,23259,290,814,665,1128,204,712,729,1137
1760,1357,23259,193,805,716,1117,204,712,729,1137
1761,710,23259,264,744,687,1185,204,712,729,1137
1762,982,23259,105,861,688,1106,204,712,729,1137
1763,1159,23259,203,785,766,1162,204,712,729,1137
1764,632,5471,37,1007,625,1432,36,1061,544,1591
1765,681,5471,295,1075,567,1399,36,1061,544,1591
1766,947,5471,264,1054,498,1324,36,1061,544,1591
1767,1432,5471,231,1101,457,1322,36,1061,544,1591
1768,523,5471,241,1045,508,1356,36,1061,544,1591
1769,11,5471,294,1073,420,1302,36,1061,544,1591
1770,952,5471,314,1160,351,1232,36,1061,544,1591
1771,577,5471,272,1074,490,1328,36,1061,544,1591
1772,1338,5471,339,1050,470,1392,36,1061,544,1591
1773,1540,5471,257,1070,431,1298,36,1061,544,1591
1774,589,29018,96,274,583,582,334,271,603,591
1775,1348,29018,106,283,521,661,334,271,603,591
1776,1138,29018,94,272,506,568,334,271,603,591
1777,1728,18784,172,493,636,971,20,485,759,1032
1778,699,18784,108,505,614,929,20,485,759,1032
1779,367,18784,127,496,624,943,20,485,759,1032
1780,1243,260,99,779,462,999,124,759,422,928
1781,1692,260,107,740,428,1006,124,759,422,928
1782,831,260,83,778,494,996,124,759,422,928
1783,1183,29174,68,969,222,1079,52,982,205,1082
1784,577,29174,67,976,211,1077,52,982,205,1082
1785,852,29174,64,982,222,1076,52,982,205,1082
1786,10,29174,69,978,201,1088,52,982,205,1082
1787,999,29174,60,976,221,1093,52,982,205,1082
1788,744,29164,105,322,713,906,14,305,688,906
1789,748,29164,133,314,421,822,14,305,688,906
1790,239,29164,125,314,829,1094,14,305,688,906
1791,1183,29164,47,325,885,1089,14,305,688,906
1792,852,29164,65,343,794,1154,14,305,688,906
1793,943,29164,68,316,754,1153,14,305,688,906
1794,411,29164,117,336,375,485,14,305,688,906
1795,577,29164,108,317,772,1130,14,305,688,906
1796,1311,26374,173,586,642,824,125,468,653,876
1797,1323,26374,84,509,627,854,125,468,653,876
1798,1605,26374,176,529,605,787,125,468,653,876
1799,795,26374,159,557,232,816,125,468,653,876
1800,1268,26374,160,605,603,862,125,468,653,876
1801,1643,26374,167,509,653,720,125,468,653,876
1802,452,26374,205,681,282,834,125,468,653,876
1803,1707,26374,209,519,585,816,125,468,653,876
1804,1703,26374,183,536,577,853,125,468,653,876
1805,181,26374,166,536,649,826,125,468,653,876
1806,1225,26374,170,582,596,790,125,468,653,876
1807,878,26374,179,536,604,794,125,468,653,876
1808,115,26374,174,538,597,816,125,468,653,876
1809,567,26374,140,574,488,782,125,468,653,876
1810,1114,26374,197,529,617,806,125,468,653,876
1811,119,26374,152,603,561,767,125,468,653,876
1812,1007,32004,146,952,553,1324,34,715,755,1266
1813,335,32004,140,813,551,1450,34,715,755,1266
1814,1654,32004,188,955,464,1371,34,715,755,1266
1815,1281,32004,127,717,581,1446,34,715,755,1266
1816,689,32004,125,795,567,1443,34,715,755,1266
1817,191,32004,141,904,425,1333,34,715,755,1266
1818,525,32004,238,980,490,1428,34,715,755,1266
1819,957,32004,138,883,496,1364,34,715,755,1266
1820,247,23092,90,848,128,895,54,832,142,884
1821,1508,23092,67,835,135,901,54,832,142,884
1822,592,23092,61,831,138,901,54,832,142,884
1823,805,23092,80,845,139,893,54,832,142,884
1824,761,23092,71,841,135,901,54,832,142,884
1825,140,23092,75,840,145,901,54,832,142,884
1826,1500,23092,65,842,133,901,54,832,142,884
1827,971,23092,66,834,137,896,54,832,142,884
1828,411,29182,118,1012,356,1176,63,1005,343,1130
1829,852,29182,82,979,397,1198,63,1005,343,1130
1830,10,29182,139,995,391,1190,63,1005,343,1130
1831,1183,29182,124,985,369,1187,63,1005,343,1130
1832,952,29182,134,1005,347,1202,63,1005,343,1130
1833,1684,32415,40,238,399,511,81,204,463,504
1834,656,32415,63,228,427,539,81,204,463,504
1835,874,32415,55,235,400,534,81,204,463,504
1836,496,13832,147,362,317,653,13,402,460,648
1837,654,13832,180,380,293,590,13,402,460,648
1838,1739,13832,148,351,330,659,13,402,460,648
1839,552,13832,83,361,346,656,13,402,460,648
1840,449,13832,163,466,167,486,13,402,460,648
1841,1466,13832,157,409,327,618,13,402,460,648
1842,315,13832,188,378,298,636,13,402,460,648
1843,161,13832,144,373,334,642,13,402,460,648
1844,1299,13832,159,361,326,459,13,402,460,648
1845,1308,13832,35,352,394,652,13,402,460,648
1846,906,22391,47,527,328,663,19,482,303,670
1847,89,22391,145,524,300,661,19,482,303,670
1848,653,22391,63,535,307,662,19,482,303,670
1849,809,22391,40,484,324,670,19,482,303,670
1850,1200,22391,179,575,243,631,19,482,303,670
1851,91,22391,62,527,337,647,19,482,303,670
1852,422,22391,20,517,348,667,19,482,303,670
1853,1671,27396,68,795,847,1575,22,789,924,1647
1854,1198,27396,100,807,831,1542,22,789,924,1647
1855,1206,27396,32,799,810,1510,22,789,924,1647
1856,1702,20930,143,681,331,871,45,638,469,989
1857,1272,20930,126,645,334,950,45,638,469,989
1858,886,20930,38,659,333,953,45,638,469,989
1859,168,20930,91,645,356,940,45,638,469,989
1860,1476,20930,174,761,294,841,45,638,469,989
1861,1321,20930,152,654,355,894,45,638,469,989
1862,1573,27005,88,1000,416,1152,41,953,423,1309
1863,305,27005,154,1018,422,1148,41,953,423,1309
1864,1286,27005,71,1032,390,1151,41,953,423,1309
1865,1386,27005,56,955,415,1233,41,953,423,1309
1866,45,27005,74,1012,341,1177,41,953,423,1309
1867,651,27005,74,1082,222,1151,41,953,423,1309
1868,1284,27005,93,1007,417,1191,41,953,423,1309
1869,140,27005,58,991,252,1202,41,953,423,1309
1870,1498,27005,72,1015,425,1155,41,953,423,1309
1871,146,27005,70,1059,317,1213,41,953,423,1309
1872,1448,27005,74,1015,419,1228,41,953,423,1309
1873,943,29141,91,877,215,1003,88,899,162,989
1874,577,29141,87,884,215,987,88,899,162,989
1875,239,29141,66,856,215,976,88,899,162,989
1876,411,29141,80,881,146,991,88,899,162,989
1877,852,29141,49,886,214,995,88,899,162,989
1878,744,29141,76,881,213,991,88,899,162,989
1879,1183,29141,81,866,203,1011,88,899,162,989
1880,1225,27571,101,824,442,998,118,781,316,1012
1881,1115,27571,95,817,460,1033,118,781,316,1012
1882,1367,27571,82,794,468,1024,118,781,316,1012
1883,917,10727,78,522,423,757,16,457,390,850
1884,660,10727,64,520,404,726,16,457,390,850
1885,831,10727,24,491,442,744,16,457,390,850
1886,884,33081,82,416,419,694,186,483,439,670
1887,58,33081,168,426,348,660,186,483,439,670
1888,934,33081,109,430,411,692,186,483,439,670
1889,1270,33081,243,478,361,661,186,483,439,670
1890,937,33081,172,453,360,658,186,483,439,670
1891,1508,34508,35,941,309,1103,30,857,310,1205
1892,94,34508,57,926,263,1091,30,857,310,1205
1893,292,34508,30,915,268,1099,30,857,310,1205
1894,200,34508,33,926,272,1100,30,857,310,1205
1895,814,34508,96,930,265,1096,30,857,310,1205
1896,138,34508,97,1015,234,1101,30,857,310,1205
1897,765,34508,102,898,358,1103,30,857,310,1205
1898,148,34508,63,957,285,1094,30,857,310,1205
1899,1674,34508,88,951,262,1083,30,857,310,1205
1900,161,14215,55,939,216,1041,44,928,218,1058
1901,1086,14215,88,968,127,1014,44,928,218,1058
1902,383,14215,82,961,214,1025,44,928,218,1058
1903,552,14215,58,943,206,1034,44,928,218,1058
1904,1684,14215,64,948,198,1036,44,928,218,1058
1905,1681,14215,98,1013,99,1014,44,928,218,1058
